Grant,Ceiling Amount,Sponsored Program,F&A Rate Spon Pgm,Project Start Date,Project End Date,Fund/_number,type_of_fund,Sponsored Class,Sp_Class_name,Budget,Actual Expense
125505,"USD 549,125.00",90072475,2.68,11/16/2016,11/15/2019,9100000000,PRIVATE FUND,641400,Telecommunications,0,$ 20.50
125505,"USD 549,125.00",90072475,2.68,11/16/2016,11/15/2019,9100000000,PRIVATE FUND,642500,Other Expenses,0,"$ 1,268.04"
125505,"USD 549,125.00",90072475,2.68,11/16/2016,11/15/2019,9100000000,PRIVATE FUND,643000,Other Expenses Exclu,0,$ 2.59
125505,"USD 549,125.00",90072475,2.68,11/16/2016,11/15/2019,9100000000,PRIVATE FUND,652000,Travel Domestic,0,"$ 2,787.20"
125505,"USD 549,125.00",90072475,2.68,11/16/2016,11/15/2019,9100000000,PRIVATE FUND,652100,Travel Foreign,0,"$ 7,472.83"
125505,"USD 549,125.00",90072475,2.68,11/16/2016,11/15/2019,9100000000,PRIVATE FUND,690007,Recharge,0,"$ 3,479.60"
125505,"USD 549,125.00",90072475,2.68,11/16/2016,11/15/2019,9100000000,PRIVATE FUND,699999,Facilities & Admin C,0,"$ 1,015.49"
125545,"USD 5,000,000.00",90072593,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,600000,Undistributed Budget,"$ 2,893.26",0
125545,"USD 5,000,000.00",90072593,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,610000,Salaries & Wages,"$ 42,315.00","$ 40,176.04"
125545,"USD 5,000,000.00",90072593,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,612000,Administrative Salar,"$ 31,552.25","$ 25,598.41"
125545,"USD 5,000,000.00",90072593,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,620000,Fringe Benefits,"$ 25,114.75","$ 21,695.19"
125545,"USD 5,000,000.00",90072593,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,630000,Supplies & Materials,"$ 56,522.50","$ 24,492.09"
125545,"USD 5,000,000.00",90072593,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,640102,Leased Facilities Ex,0,"$ 4,195.04"
125545,"USD 5,000,000.00",90072593,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,640300,Contractual Services,0,"$ 6,580.20"
125545,"USD 5,000,000.00",90072593,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,640500,Consultant,0,$ 75.83
125545,"USD 5,000,000.00",90072593,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,641400,Telecommunications,0,$ 79.21
125545,"USD 5,000,000.00",90072593,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,642500,Other Expenses,$ 625.00,"$ 1,167.29"
125545,"USD 5,000,000.00",90072593,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,652000,Travel Domestic,0,$ 749.32
125545,"USD 5,000,000.00",90072593,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,652100,Travel Foreign,"$ 36,211.00","$ 29,373.11"
125545,"USD 5,000,000.00",90072593,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,653400,Equipment,"$ 30,216.50",0
125545,"USD 5,000,000.00",90072593,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,690007,Recharge,0,"$ 16,755.97"
125545,"USD 5,000,000.00",90072593,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,691500,Service Center,"$ 39,130.00",$ 173.72
125545,"USD 5,000,000.00",90072593,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,699998,F & A Budgeting,"$ 9,787.75",0
125545,"USD 5,000,000.00",90072593,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,699999,Facilities & Admin C,0,"$ 6,279.15"
125545,"USD 5,000,000.00",90072595,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,610000,Salaries & Wages,"$ 285,622.00","$ 163,797.20"
125545,"USD 5,000,000.00",90072595,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,612000,Administrative Salar,0,$ 98.44
125545,"USD 5,000,000.00",90072595,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,620000,Fringe Benefits,"$ 172,292.00","$ 74,389.36"
125545,"USD 5,000,000.00",90072595,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,630000,Supplies & Materials,"$ 56,522.50","$ 63,723.16"
125545,"USD 5,000,000.00",90072595,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,637000,Repairs & Maintenanc,"$ 15,168.00","$ 3,295.17"
125545,"USD 5,000,000.00",90072595,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,640102,Leased Facilities Ex,"$ 40,062.00","$ 21,000.00"
125545,"USD 5,000,000.00",90072595,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,640300,Contractual Services,"$ 15,000.00","$ 96,396.35"
125545,"USD 5,000,000.00",90072595,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,640500,Consultant,"$ 2,742.75",$ 750.00
125545,"USD 5,000,000.00",90072595,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,641400,Telecommunications,"$ 5,000.00","$ 14,413.43"
125545,"USD 5,000,000.00",90072595,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,642500,Other Expenses,"$ 209,593.00","$ 12,022.59"
125545,"USD 5,000,000.00",90072595,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,643000,Other Expenses Exclu,0,$ -3.80
125545,"USD 5,000,000.00",90072595,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,652000,Travel Domestic,"$ 49,882.00","$ 55,746.19"
125545,"USD 5,000,000.00",90072595,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,652100,Travel Foreign,"$ 12,500.00","$ 19,823.35"
125545,"USD 5,000,000.00",90072595,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,653400,Equipment,0,"$ 23,773.75"
125545,"USD 5,000,000.00",90072595,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,690007,Recharge,"$ 91,303.00","$ 57,534.18"
125545,"USD 5,000,000.00",90072595,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,699998,F & A Budgeting,"$ 22,838.00",0
125545,"USD 5,000,000.00",90072595,4.54,02/17/2017,12/31/2019,9100000000,PRIVATE FUND,699999,Facilities & Admin C,0,"$ 22,885.01"
125877,"USD 9,668,115.00",90073125,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,610000,Salaries & Wages,"$ 40,695.58","$ 49,251.34"
125877,"USD 9,668,115.00",90073125,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,612000,Administrative Salar,0,"$ 10,404.01"
125877,"USD 9,668,115.00",90073125,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,620000,Fringe Benefits,"$ 14,239.37","$ 18,960.56"
125877,"USD 9,668,115.00",90073125,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,630000,Supplies & Materials,"$ 9,684.22","$ 33,187.07"
125877,"USD 9,668,115.00",90073125,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,640102,Leased Facilities Ex,0,"$ 3,024.00"
125877,"USD 9,668,115.00",90073125,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,641400,Telecommunications,0,$ 10.29
125877,"USD 9,668,115.00",90073125,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,642500,Other Expenses,"$ 14,635.45","$ 5,385.79"
125877,"USD 9,668,115.00",90073125,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,652000,Travel Domestic,"$ 3,793.95",$ 148.30
125877,"USD 9,668,115.00",90073125,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,652100,Travel Foreign,0,"$ 5,104.29"
125877,"USD 9,668,115.00",90073125,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,653400,Equipment,"$ 6,984.51","$ 43,866.88"
125877,"USD 9,668,115.00",90073125,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,690007,Recharge,"$ 11,116.50","$ 17,687.40"
125877,"USD 9,668,115.00",90073125,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,691500,Service Center,0,$ 48.38
125877,"USD 9,668,115.00",90073125,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,699998,F & A Budgeting,"$ 16,421.75",0
125877,"USD 9,668,115.00",90073125,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 23,811.05"
125877,"USD 9,668,115.00",90073126,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,610000,Salaries & Wages,"$ 899,504.62","$ 298,491.74"
125877,"USD 9,668,115.00",90073126,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,620000,Fringe Benefits,"$ 108,215.11","$ 138,167.87"
125877,"USD 9,668,115.00",90073126,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,630000,Supplies & Materials,"$ 71,911.51","$ 58,591.06"
125877,"USD 9,668,115.00",90073126,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,637000,Repairs & Maintenanc,0,"$ 5,670.06"
125877,"USD 9,668,115.00",90073126,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,640102,Leased Facilities Ex,0,"$ 50,390.96"
125877,"USD 9,668,115.00",90073126,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,640300,Contractual Services,"$ 62,171.22","$ 71,329.64"
125877,"USD 9,668,115.00",90073126,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,641400,Telecommunications,0,"$ 29,014.47"
125877,"USD 9,668,115.00",90073126,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,642500,Other Expenses,"$ 123,456.80","$ 10,290.49"
125877,"USD 9,668,115.00",90073126,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,643000,Other Expenses Exclu,0,"$ -6,439.24"
125877,"USD 9,668,115.00",90073126,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,652000,Travel Domestic,"$ 34,135.29","$ 35,643.96"
125877,"USD 9,668,115.00",90073126,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,652100,Travel Foreign,0,"$ 56,087.48"
125877,"USD 9,668,115.00",90073126,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,653400,Equipment,"$ 87,158.00","$ 50,733.43"
125877,"USD 9,668,115.00",90073126,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,690007,Recharge,"$ 95,888.61","$ 81,795.63"
125877,"USD 9,668,115.00",90073126,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,699998,F & A Budgeting,"$ 134,615.42",0
125877,"USD 9,668,115.00",90073126,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 133,382.63"
125877,"USD 9,668,115.00",90077415,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,610000,Salaries & Wages,"$ 75,000.00","$ 11,341.84"
125877,"USD 9,668,115.00",90077415,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,620000,Fringe Benefits,0,"$ 4,931.59"
125877,"USD 9,668,115.00",90077415,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,630000,Supplies & Materials,0,$ 459.48
125877,"USD 9,668,115.00",90077415,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,637000,Repairs & Maintenanc,0,$ 10.11
125877,"USD 9,668,115.00",90077415,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,640102,Leased Facilities Ex,0,$ 256.14
125877,"USD 9,668,115.00",90077415,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,640300,Contractual Services,0,$ 107.45
125877,"USD 9,668,115.00",90077415,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,641400,Telecommunications,0,$ 196.05
125877,"USD 9,668,115.00",90077415,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,642500,Other Expenses,0,$ 296.22
125877,"USD 9,668,115.00",90077415,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,643000,Other Expenses Exclu,0,$ 0.08
125877,"USD 9,668,115.00",90077415,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,652000,Travel Domestic,0,$ 49.27
125877,"USD 9,668,115.00",90077415,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,652100,Travel Foreign,0,$ 92.93
125877,"USD 9,668,115.00",90077415,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,690007,Recharge,0,"$ 1,774.11"
125877,"USD 9,668,115.00",90077415,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 3,274.03"
125877,"USD 9,668,115.00",90077416,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,610000,Salaries & Wages,"$ 171,914.50","$ 24,543.50"
125877,"USD 9,668,115.00",90077416,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,620000,Fringe Benefits,"$ 19,939.20","$ 12,098.04"
125877,"USD 9,668,115.00",90077416,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,630000,Supplies & Materials,$ 761.99,"$ 5,613.39"
125877,"USD 9,668,115.00",90077416,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,637000,Repairs & Maintenanc,0,$ 130.44
125877,"USD 9,668,115.00",90077416,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,640102,Leased Facilities Ex,0,"$ 1,619.79"
125877,"USD 9,668,115.00",90077416,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,640300,Contractual Services,0,"$ 21,518.31"
125877,"USD 9,668,115.00",90077416,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,641400,Telecommunications,0,$ 600.43
125877,"USD 9,668,115.00",90077416,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,642500,Other Expenses,$ 689.38,"$ 2,416.15"
125877,"USD 9,668,115.00",90077416,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,643000,Other Expenses Exclu,0,$ -6.57
125877,"USD 9,668,115.00",90077416,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,652000,Travel Domestic,"$ 8,272.50","$ 4,894.20"
125877,"USD 9,668,115.00",90077416,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,652100,Travel Foreign,0,"$ 3,626.11"
125877,"USD 9,668,115.00",90077416,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,690007,Recharge,"$ 1,136.99","$ 7,733.83"
125877,"USD 9,668,115.00",90077416,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,699998,F & A Budgeting,"$ 11,867.80",0
125877,"USD 9,668,115.00",90077416,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 14,139.64"
125877,"USD 9,668,115.00",90083446,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,610000,Salaries & Wages,"$ 58,165.50",0
125877,"USD 9,668,115.00",96018145,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,642400,Subaward,"$ 297,153.00","$ 223,845.02"
125877,"USD 9,668,115.00",96018145,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,690007,Recharge,$ 0.00,"$ 22,718.28"
125877,"USD 9,668,115.00",96018145,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 4,924.61"
125877,"USD 9,668,115.00",96020228,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,642400,Subaward,"$ 37,500.00","$ 8,113.15"
125877,"USD 9,668,115.00",96020228,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,690007,Recharge,0,$ 811.32
125877,"USD 9,668,115.00",96020228,17.00,04/01/2017,09/30/2022,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 1,200.43"
125882,"USD 8,284,185.00",90073108,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,600000,Undistributed Budget,"$ 2,071,046.25",0
125882,"USD 8,284,185.00",90073108,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,610000,Salaries & Wages,0,"$ 45,000.84"
125882,"USD 8,284,185.00",90073108,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,612000,Administrative Salar,0,"$ 16,873.86"
125882,"USD 8,284,185.00",90073108,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,620000,Fringe Benefits,0,"$ 19,999.61"
125882,"USD 8,284,185.00",90073108,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,630000,Supplies & Materials,0,"$ 27,140.91"
125882,"USD 8,284,185.00",90073108,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,640300,Contractual Services,0,$ 246.91
125882,"USD 8,284,185.00",90073108,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,641400,Telecommunications,0,$ 12.49
125882,"USD 8,284,185.00",90073108,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,642500,Other Expenses,0,"$ 1,187.52"
125882,"USD 8,284,185.00",90073108,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,643000,Other Expenses Exclu,0,"$ 2,619.33"
125882,"USD 8,284,185.00",90073108,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,652000,Travel Domestic,0,$ 635.55
125882,"USD 8,284,185.00",90073108,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,652100,Travel Foreign,0,"$ 10,830.37"
125882,"USD 8,284,185.00",90073108,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,653400,Equipment,0,"$ 28,217.58"
125882,"USD 8,284,185.00",90073108,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,689999,Restricted Balance,$ -0.09,0
125882,"USD 8,284,185.00",90073108,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,690007,Recharge,0,"$ 16,620.19"
125882,"USD 8,284,185.00",90073108,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,691500,Service Center,0,$ 110.88
125882,"USD 8,284,185.00",90073108,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 23,357.91"
125882,"USD 8,284,185.00",90073109,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,610000,Salaries & Wages,0,"$ 238,762.20"
125882,"USD 8,284,185.00",90073109,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,620000,Fringe Benefits,0,"$ 60,439.71"
125882,"USD 8,284,185.00",90073109,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,630000,Supplies & Materials,0,"$ 45,128.48"
125882,"USD 8,284,185.00",90073109,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,637000,Repairs & Maintenanc,0,"$ 13,057.17"
125882,"USD 8,284,185.00",90073109,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,640102,Leased Facilities Ex,0,"$ 7,642.90"
125882,"USD 8,284,185.00",90073109,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,640300,Contractual Services,0,"$ 25,212.56"
125882,"USD 8,284,185.00",90073109,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,641400,Telecommunications,0,"$ 21,393.01"
125882,"USD 8,284,185.00",90073109,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,642500,Other Expenses,0,"$ 14,425.94"
125882,"USD 8,284,185.00",90073109,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,643000,Other Expenses Exclu,0,"$ 5,206.36"
125882,"USD 8,284,185.00",90073109,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,652000,Travel Domestic,0,"$ 25,615.11"
125882,"USD 8,284,185.00",90073109,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,652100,Travel Foreign,0,"$ 85,030.79"
125882,"USD 8,284,185.00",90073109,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,653400,Equipment,0,"$ 6,757.61"
125882,"USD 8,284,185.00",90073109,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,690007,Recharge,0,"$ 57,658.18"
125882,"USD 8,284,185.00",90073109,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 99,668.38"
125882,"USD 8,284,185.00",90080129,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,610000,Salaries & Wages,0,"$ 6,790.23"
125882,"USD 8,284,185.00",90080129,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,620000,Fringe Benefits,0,"$ 1,592.48"
125882,"USD 8,284,185.00",90080129,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,630000,Supplies & Materials,0,"$ 15,602.06"
125882,"USD 8,284,185.00",90080129,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,637000,Repairs & Maintenanc,0,$ 711.76
125882,"USD 8,284,185.00",90080129,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,640102,Leased Facilities Ex,0,$ 566.92
125882,"USD 8,284,185.00",90080129,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,640300,Contractual Services,0,"$ 1,070.38"
125882,"USD 8,284,185.00",90080129,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,641400,Telecommunications,0,"$ 2,258.07"
125882,"USD 8,284,185.00",90080129,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,642500,Other Expenses,0,$ 828.22
125882,"USD 8,284,185.00",90080129,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,643000,Other Expenses Exclu,0,$ 25.67
125882,"USD 8,284,185.00",90080129,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,652000,Travel Domestic,0,"$ 7,147.33"
125882,"USD 8,284,185.00",90080129,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,652100,Travel Foreign,0,"$ 5,982.38"
125882,"USD 8,284,185.00",90080129,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,690007,Recharge,0,"$ 4,257.58"
125882,"USD 8,284,185.00",90080129,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 7,860.88"
125882,"USD 8,284,185.00",96017560,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,642400,Subaward,0,"$ 101,877.53"
125882,"USD 8,284,185.00",96017560,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,690007,Recharge,0,"$ 10,765.21"
125882,"USD 8,284,185.00",96017560,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 2,892.59"
125882,"USD 8,284,185.00",96018300,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,642400,Subaward,0,"$ 23,438.33"
125882,"USD 8,284,185.00",96018300,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,690007,Recharge,0,"$ 2,575.18"
125882,"USD 8,284,185.00",96018300,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 1,500.28"
125882,"USD 8,284,185.00",96018301,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,642400,Subaward,0,"$ 38,706.61"
125882,"USD 8,284,185.00",96018301,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,690007,Recharge,0,"$ 4,235.65"
125882,"USD 8,284,185.00",96018301,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 1,782.56"
125882,"USD 8,284,185.00",96018302,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,642400,Subaward,0,"$ 9,260.79"
125882,"USD 8,284,185.00",96018302,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,690007,Recharge,0,"$ 1,027.54"
125882,"USD 8,284,185.00",96018302,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 1,237.18"
125882,"USD 8,284,185.00",96018303,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,642400,Subaward,0,"$ 24,752.80"
125882,"USD 8,284,185.00",96018303,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,690007,Recharge,0,"$ 2,705.11"
125882,"USD 8,284,185.00",96018303,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 1,522.37"
125882,"USD 8,284,185.00",96018304,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,642400,Subaward,0,"$ 13,982.27"
125882,"USD 8,284,185.00",96018304,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,690007,Recharge,0,"$ 1,534.96"
125882,"USD 8,284,185.00",96018304,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 1,323.44"
125882,"USD 8,284,185.00",96018305,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,642400,Subaward,0,"$ 34,406.70"
125882,"USD 8,284,185.00",96018305,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,690007,Recharge,0,"$ 3,768.58"
125882,"USD 8,284,185.00",96018305,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 1,703.16"
125882,"USD 8,284,185.00",96018616,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,642400,Subaward,0,"$ 15,568.61"
125882,"USD 8,284,185.00",96018616,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,690007,Recharge,0,"$ 1,712.55"
125882,"USD 8,284,185.00",96018616,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 1,353.63"
125882,"USD 8,284,185.00",96019432,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,642400,Subaward,0,"$ 4,763.73"
125882,"USD 8,284,185.00",96019432,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,690007,Recharge,0,$ 476.38
125882,"USD 8,284,185.00",96019432,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,$ 890.82
125882,"USD 8,284,185.00",96019433,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,642400,Subaward,0,"$ 7,330.36"
125882,"USD 8,284,185.00",96019433,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,690007,Recharge,0,$ 733.04
125882,"USD 8,284,185.00",96019433,17.00,04/01/2017,09/29/2022,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 1,187.12"
