Grant,Sponsored Program,Sponsored Class,Sp Class, May Expenses,,,
128375,96020231,690007,Recharge,$ 718.30,,,
128375,96020231,699999,Facilities & Admin C,$ 122.11,,,
128375,96020333,642400,Subaward,"$ 3,727.18",,,
128375,96020333,690007,Recharge,$ 372.72,,,
128375,96020333,699999,Facilities & Admin C,$ 696.98,,,
128375,96020335,642400,Subaward,"$ 3,696.21",,,
128375,96020335,690007,Recharge,$ 369.62,,,
128375,96020335,699999,Facilities & Admin C,$ 691.19,,,
128375,96020336,642400,Subaward,"$ 3,696.21",,,
128375,96020336,690007,Recharge,$ 369.62,,,
128375,96020336,699999,Facilities & Admin C,$ 691.19,,,
128405,90082449,610000,Salaries & Wages,$ 170.03,,,
128405,90082449,620000,Fringe Benefits,$ 40.38,,,
128405,90082449,630000,Supplies & Materials,$ 9.07,,,
128405,90082449,642500,Other Expenses,$ 1.12,,,
128405,90082449,652000,Travel Domestic,$ 31.08,,,
128405,90082449,652100,Travel Foreign,$ 20.02,,,
128405,90082449,690007,Recharge,$ 27.17,,,
128405,90082450,610000,Salaries & Wages,$ 649.85,,,
128405,90082450,620000,Fringe Benefits,$ 154.34,,,
128405,90082450,630000,Supplies & Materials,$ 3.89,,,
128405,90082450,640300,Contractual Services,$ 22.75,,,
128405,90082450,652000,Travel Domestic,$ 711.02,,,
128405,90082450,652100,Travel Foreign,$ 95.26,,,
128405,90082450,690007,Recharge,$ 163.71,,,
128405,90082451,610000,Salaries & Wages,$ 341.91,,,
128405,90082451,620000,Fringe Benefits,$ 81.20,,,
128405,90082451,652100,Travel Foreign,$ 3.63,,,
128405,90082451,690007,Recharge,$ 42.67,,,
128405,98017370,610000,Salaries & Wages,$ 1.34,,,
128405,98017370,630000,Supplies & Materials,$ 9.39,,,
128405,98017370,637000,Repairs & Maintenanc,$ 0.82,,,
128405,98017370,640102,Leased Facilities Ex,$ 17.80,,,
128405,98017370,640300,Contractual Services,$ 4.27,,,
128405,98017370,641400,Telecommunications,$ 3.51,,,
128405,98017370,642500,Other Expenses,$ 0.35,,,
128405,98017370,643000,Other Expenses Exclu,$ 15.13,,,
128474,90077564,610000,Salaries & Wages,$ 807.60,,,
128474,90077564,612000,Administrative Salar,"$ 1,392.78",,,
128474,90077564,620000,Fringe Benefits,$ 742.75,,,
128474,90077564,643000,Other Expenses Exclu,$ 0.26,,,
128474,90077564,690007,Recharge,$ 296.33,,,
128474,90077564,691500,Service Center,$ 19.91,,,
128474,90077564,699999,Facilities & Admin C,$ 147.98,,,
128474,90077767,610000,Salaries & Wages,$ 625.63,,,
128474,90077767,612000,Administrative Salar,$ 70.11,,,
128474,90077767,620000,Fringe Benefits,$ 236.55,,,
128474,90077767,690007,Recharge,$ 93.23,,,
128474,90077767,699999,Facilities & Admin C,$ 46.56,,,
128474,90077768,610000,Salaries & Wages,$ 123.86,,,
128474,90077768,620000,Fringe Benefits,$ 42.11,,,
128474,90077768,690007,Recharge,$ 16.60,,,
128474,90077768,699999,Facilities & Admin C,$ 8.29,,,
128474,90077769,610000,Salaries & Wages,$ 593.03,,,
128474,90077769,620000,Fringe Benefits,$ 143.00,,,
128474,90077769,630000,Supplies & Materials,$ 25.62,,,
128474,90077769,640102,Leased Facilities Ex,$ 27.23,,,
128474,90077769,640300,Contractual Services,$ 18.89,,,
128474,90077769,641400,Telecommunications,$ 44.96,,,
128474,90077769,642500,Other Expenses,$ 37.75,,,
128474,90077769,643000,Other Expenses Exclu,$ (10.10),,,
128474,90077769,652000,Travel Domestic,"$ 1,405.89",,,
128474,90077769,690007,Recharge,$ 228.63,,,
128474,90077769,699999,Facilities & Admin C,$ 113.40,,,
128474,90077770,610000,Salaries & Wages,$ 232.50,,,
128474,90077770,620000,Fringe Benefits,$ 68.97,,,
128474,90077770,630000,Supplies & Materials,$ 148.59,,,
128474,90077770,637000,Repairs & Maintenanc,$ 8.70,,,
128474,90077770,640300,Contractual Services,$ 399.71,,,
128474,90077770,641400,Telecommunications,$ 17.98,,,
128474,90077770,642500,Other Expenses,$ 666.47,,,
128474,90077770,652000,Travel Domestic,"$ 1,141.56",,,
128474,90077770,690007,Recharge,$ 268.45,,,
128474,90077770,699999,Facilities & Admin C,$ 134.06,,,
128474,90077772,610000,Salaries & Wages,"$ 1,437.51",,,
128474,90077772,620000,Fringe Benefits,$ 332.78,,,
128474,90077772,630000,Supplies & Materials,$ 15.31,,,
128474,90077772,637000,Repairs & Maintenanc,$ 1.50,,,
128474,90077772,640102,Leased Facilities Ex,$ 7.34,,,
128474,90077772,640300,Contractual Services,$ 835.49,,,
128474,90077772,641400,Telecommunications,$ 5.97,,,
128474,90077772,642500,Other Expenses,$ 1.06,,,
128474,90077772,643000,Other Expenses Exclu,$ (2.03),,,
128474,90077772,652000,Travel Domestic,$ 862.38,,,
128474,90077772,652100,Travel Foreign,$ 0.46,,,
128474,90077772,690007,Recharge,$ 349.78,,,
128474,90077772,699999,Facilities & Admin C,$ 174.43,,,
128474,90077774,610000,Salaries & Wages,"$ 6,422.03",,,
128474,90077774,620000,Fringe Benefits,"$ 2,104.50",,,
128474,90077774,630000,Supplies & Materials,$ 396.86,,,
128474,90077774,640300,Contractual Services,$ 85.22,,,
128474,90077774,652000,Travel Domestic,$ 47.11,,,
128474,90077774,652100,Travel Foreign,$ 510.43,,,
128474,90077774,690007,Recharge,$ 956.61,,,
128474,90077774,699999,Facilities & Admin C,$ 477.73,,,
128474,90077794,610000,Salaries & Wages,$ 337.43,,,
128474,90077794,612000,Administrative Salar,$ 447.68,,,
128474,90077794,620000,Fringe Benefits,$ 266.93,,,
128474,90077794,642500,Other Expenses,$ 151.81,,,
128474,90077794,652000,Travel Domestic,$ 110.35,,,
128474,90077794,652100,Travel Foreign,$ 516.19,,,
128474,90077794,690007,Recharge,$ 183.04,,,
128474,90077794,699999,Facilities & Admin C,$ 91.41,,,
128474,90081999,612000,Administrative Salar,$ 337.58,,,
128474,90081999,620000,Fringe Benefits,$ 114.77,,,
128474,90081999,652000,Travel Domestic,$ 25.75,,,
128474,90081999,652100,Travel Foreign,$ 429.13,,,
128474,90081999,690007,Recharge,$ 90.73,,,
128474,90081999,699999,Facilities & Admin C,$ 45.31,,,
128474,90082000,612000,Administrative Salar,$ 351.07,,,
128474,90082000,620000,Fringe Benefits,$ 119.36,,,
128474,90082000,652000,Travel Domestic,$ 25.75,,,
128474,90082000,652100,Travel Foreign,$ 522.46,,,
128474,90082000,690007,Recharge,$ 101.87,,,
128474,90082000,699999,Facilities & Admin C,$ 50.88,,,
128474,90082001,612000,Administrative Salar,$ 105.23,,,
128474,90082001,620000,Fringe Benefits,$ 35.78,,,
128474,90082001,652000,Travel Domestic,$ 83.25,,,
128474,90082001,652100,Travel Foreign,$ 446.75,,,
128474,90082001,690007,Recharge,$ 67.10,,,
128474,90082001,699999,Facilities & Admin C,$ 33.51,,,
128474,90082002,612000,Administrative Salar,$ 39.48,,,
128474,90082002,620000,Fringe Benefits,$ 13.42,,,
128474,90082002,690007,Recharge,$ 5.29,,,
128474,90082002,699999,Facilities & Admin C,$ 2.64,,,
128515,90077661,610000,Salaries & Wages,$ 339.49,,,
128515,90077661,612000,Administrative Salar,$ (175.32),,,
128515,90077661,620000,Fringe Benefits,$ 55.82,,,
128515,90077661,690007,Recharge,$ 15.41,,,
128515,90077662,610000,Salaries & Wages,$ 956.12,,,
128515,90077662,620000,Fringe Benefits,$ 168.85,,,
128515,90077662,630000,Supplies & Materials,$ 1.11,,,
128515,90077662,637000,Repairs & Maintenanc,$ 2.87,,,
128515,90077662,640300,Contractual Services,"$ 1,861.67",,,
128515,90077662,641400,Telecommunications,$ 1.45,,,
128515,90077662,642500,Other Expenses,$ 0.03,,,
128515,90077662,643000,Other Expenses Exclu,$ (0.35),,,
128515,90077662,690007,Recharge,$ 209.42,,,
128515,90077663,610000,Salaries & Wages,$ (185.89),,,
128515,90077663,612000,Administrative Salar,$ (145.84),,,
128515,90077663,620000,Fringe Benefits,$ (112.79),,,
128515,90077663,690007,Recharge,$ (31.11),,,
128515,90077664,610000,Salaries & Wages,"$ 12,691.94",,,
128515,90077664,620000,Fringe Benefits,"$ 2,252.50",,,
128515,90077664,630000,Supplies & Materials,$ 134.43,,,
128515,90077664,637000,Repairs & Maintenanc,$ 121.60,,,
128515,90077664,640102,Leased Facilities Ex,$ 124.35,,,
128515,90077664,640300,Contractual Services,"$ 1,228.98",,,
128515,90077664,641400,Telecommunications,$ 70.62,,,
128515,90077664,642500,Other Expenses,$ 0.64,,,
128515,90077664,643000,Other Expenses Exclu,$ (7.23),,,
128515,90077664,652000,Travel Domestic,$ 4.98,,,
128515,90077664,652100,Travel Foreign,$ 685.95,,,
128515,90077664,690007,Recharge,"$ 1,211.62",,,
128568,90077808,612000,Administrative Salar,$ 564.78,,,
128568,90077808,620000,Fringe Benefits,$ 192.03,,,
128568,90077808,652100,Travel Foreign,$ 125.75,,,
128568,90077808,690007,Recharge,$ 88.26,,,
128568,90077808,699999,Facilities & Admin C,$ 165.04,,,
128568,90081002,610000,Salaries & Wages,"$ 3,579.20",,,
128568,90081002,612000,Administrative Salar,"$ 1,086.73",,,
128568,90081002,620000,Fringe Benefits,"$ 1,586.41",,,
128568,90081002,690007,Recharge,$ 630.08,,,
128568,90081002,691500,Service Center,$ 48.51,,,
128568,90081002,699999,Facilities & Admin C,"$ 1,178.26",,,
128568,90081045,610000,Salaries & Wages,"$ 1,522.45",,,
128568,90081045,612000,Administrative Salar,$ 456.89,,,
128568,90081045,620000,Fringe Benefits,$ 672.97,,,
128568,90081045,652000,Travel Domestic,$ 33.18,,,
128568,90081045,652100,Travel Foreign,$ 51.75,,,
128568,90081045,690007,Recharge,$ 273.73,,,
128568,90081045,699999,Facilities & Admin C,$ 511.87,,,
128568,90081046,610000,Salaries & Wages,"$ 16,383.80",,,
128568,90081046,620000,Fringe Benefits,"$ 6,453.58",,,
128568,90081046,630000,Supplies & Materials,"$ 1,145.62",,,
128568,90081046,637000,Repairs & Maintenanc,$ 83.41,,,
128568,90081046,640102,Leased Facilities Ex,$ 290.81,,,
128568,90081046,640300,Contractual Services,$ 62.67,,,
128568,90081046,641400,Telecommunications,$ 146.20,,,
128568,90081046,642500,Other Expenses,$ 550.06,,,
128568,90081046,643000,Other Expenses Exclu,$ 2.02,,,
128568,90081046,652000,Travel Domestic,"$ 4,772.17",,,
128568,90081046,652100,Travel Foreign,"$ 3,562.81",,,
128568,90081046,653400,Equipment,"$ 5,220.50",,,
128568,90081046,690007,Recharge,"$ 3,867.36",,,
128568,90081046,699999,Facilities & Admin C,"$ 6,294.70",,,
128568,90081047,610000,Salaries & Wages,"$ 2,213.09",,,
128568,90081047,612000,Administrative Salar,$ 933.52,,,
128568,90081047,620000,Fringe Benefits,"$ 1,003.93",,,
128568,90081047,630000,Supplies & Materials,$ 543.75,,,
128568,90081047,642500,Other Expenses,$ 12.50,,,
128568,90081047,652000,Travel Domestic,$ 22.25,,,
128568,90081047,652100,Travel Foreign,$ 49.80,,,
128568,90081047,653400,Equipment,"$ 7,603.80",,,
128568,90081047,690007,Recharge,"$ 1,238.27",,,
128568,90081047,699999,Facilities & Admin C,"$ 1,022.91",,,
128568,90081048,610000,Salaries & Wages,"$ 8,901.84",,,
128568,90081048,620000,Fringe Benefits,"$ 4,026.30",,,
128568,90081048,630000,Supplies & Materials,$ 200.91,,,
128568,90081048,637000,Repairs & Maintenanc,$ 199.49,,,
128568,90081048,640102,Leased Facilities Ex,$ 424.06,,,
128568,90081048,640300,Contractual Services,$ 685.12,,,
128568,90081048,641400,Telecommunications,$ 194.22,,,
128568,90081048,642500,Other Expenses,"$ 1,093.08",,,
128568,90081048,643000,Other Expenses Exclu,$ 907.40,,,
128568,90081048,652000,Travel Domestic,"$ 3,935.06",,,
128568,90081048,652100,Travel Foreign,"$ 2,020.60",,,
128568,90081048,690007,Recharge,"$ 2,258.81",,,
128568,90081048,699999,Facilities & Admin C,"$ 3,997.63",,,
128568,90081049,610000,Salaries & Wages,$ 337.75,,,
128568,90081049,612000,Administrative Salar,$ 679.34,,,
128568,90081049,620000,Fringe Benefits,$ 342.57,,,
128568,90081049,652100,Travel Foreign,$ 502.68,,,
128568,90081049,690007,Recharge,$ 186.24,,,
128568,90081049,699999,Facilities & Admin C,$ 348.27,,,
128568,90081050,610000,Salaries & Wages,"$ 2,500.25",,,
128568,90081050,620000,Fringe Benefits,$ 604.76,,,
128568,90081050,690007,Recharge,$ 310.50,,,
128568,90081050,699999,Facilities & Admin C,$ 580.64,,,
128568,90081051,610000,Salaries & Wages,$ 935.68,,,
128568,90081051,612000,Administrative Salar,$ 240.21,,,
128568,90081051,620000,Fringe Benefits,$ 399.80,,,
128568,90081051,652000,Travel Domestic,$ 19.82,,,
128568,90081051,690007,Recharge,$ 159.56,,,
128568,90081051,699999,Facilities & Admin C,$ 298.35,,,
128568,90081052,610000,Salaries & Wages,"$ 1,278.16",,,
128568,90081052,620000,Fringe Benefits,$ 389.62,,,
128568,90081052,630000,Supplies & Materials,$ 89.31,,,
128568,90081052,637000,Repairs & Maintenanc,$ 68.00,,,
128568,90081052,640102,Leased Facilities Ex,$ 37.79,,,
128568,90081052,640300,Contractual Services,$ 17.72,,,
128568,90081052,641400,Telecommunications,$ 136.51,,,
128568,90081052,642500,Other Expenses,$ 4.09,,,
128568,90081052,643000,Other Expenses Exclu,$ (20.55),,,
128568,90081052,652100,Travel Foreign,$ 10.35,,,
128568,90081052,690007,Recharge,$ 201.10,,,
128568,90081052,699999,Facilities & Admin C,$ 373.13,,,
128568,90081053,610000,Salaries & Wages,$ 281.88,,,
128568,90081053,620000,Fringe Benefits,$ 95.84,,,
128568,90081053,690007,Recharge,$ 37.78,,,
128568,90081053,699999,Facilities & Admin C,$ 70.64,,,
128568,90081055,610000,Salaries & Wages,$ 140.94,,,
128568,90081055,620000,Fringe Benefits,$ 47.92,,,
128568,90081055,690007,Recharge,$ 18.89,,,
128568,90081055,699999,Facilities & Admin C,$ 35.32,,,
128568,90081056,610000,Salaries & Wages,$ 160.15,,,
128568,90081056,620000,Fringe Benefits,$ 44.25,,,
128568,90081056,642500,Other Expenses,$ 70.86,,,
128568,90081056,690007,Recharge,$ 27.53,,,
128568,90081056,699999,Facilities & Admin C,$ 51.47,,,
128568,90081057,610000,Salaries & Wages,$ 846.46,,,
128568,90081057,612000,Administrative Salar,$ 188.12,,,
128568,90081057,620000,Fringe Benefits,$ 351.76,,,
128568,90081057,652100,Travel Foreign,$ 454.05,,,
128568,90081057,690007,Recharge,$ 184.04,,,
128568,90081057,699999,Facilities & Admin C,$ 344.16,,,
128610,90077860,690001,Cost Overrun Small B,$ 5.15,,,
128610,90077861,642500,Other Expenses,$ (4.68),,,
128610,90077861,690007,Recharge,$ (0.47),,,
128921,90078395,610000,Salaries & Wages,"$ 2,045.98",,,
128921,90078395,612000,Administrative Salar,$ 619.23,,,
128921,90078395,620000,Fringe Benefits,$ 906.17,,,
128921,90078395,640300,Contractual Services,$ 1.63,,,
128921,90078395,652100,Travel Foreign,"$ 1,221.75",,,
128921,90078395,690007,Recharge,$ 479.47,,,
128921,90078395,699999,Facilities & Admin C,$ 896.62,,,
128921,90078396,610000,Salaries & Wages,"$ 1,212.85",,,
128921,90078396,630000,Supplies & Materials,$ 30.12,,,
128921,90078396,640300,Contractual Services,$ 434.00,,,
128921,90078396,690007,Recharge,$ 167.70,,,
128921,90078396,699999,Facilities & Admin C,$ 313.59,,,
128994,90078496,610000,Salaries & Wages,$ 545.28,,,
128994,90078496,612000,Administrative Salar,$ 332.47,,,
128994,90078496,620000,Fringe Benefits,$ 276.23,,,
128994,90078496,642500,Other Expenses,$ 150.00,,,
128994,90078496,690007,Recharge,$ 130.41,,,
128994,90078496,699999,Facilities & Admin C,$ 243.85,,,
128994,90078497,610000,Salaries & Wages,"$ 1,644.24",,,
128994,90078497,620000,Fringe Benefits,$ 376.53,,,
128994,90078497,690007,Recharge,$ 202.08,,,
128994,90078497,699999,Facilities & Admin C,$ 377.88,,,
128994,90078499,630000,Supplies & Materials,$ 22.20,,,
128994,90078499,640102,Leased Facilities Ex,$ 104.56,,,
128994,90078499,640300,Contractual Services,$ 39.93,,,
128994,90078499,641400,Telecommunications,$ 24.89,,,
128994,90078499,642500,Other Expenses,$ 7.31,,,
128994,90078499,643000,Other Expenses Exclu,$ (47.80),,,
128994,90078499,652100,Travel Foreign,$ 26.22,,,
128994,90078499,690007,Recharge,$ 17.72,,,
128994,90078499,699999,Facilities & Admin C,$ 23.50,,,
129489,90079439,610000,Salaries & Wages,$ (517.00),,,
129489,90079439,620000,Fringe Benefits,$ (119.70),,,
129489,90079439,640102,Leased Facilities Ex,$ 17.27,,,
129489,90079439,641400,Telecommunications,$ 9.03,,,
129489,90079439,642500,Other Expenses,$ 0.65,,,
129489,90079439,690007,Recharge,$ (60.98),,,
129489,90079439,699999,Facilities & Admin C,$ (116.96),,,
129491,90079442,610000,Salaries & Wages,$ 983.74,,,
129491,90079442,620000,Fringe Benefits,$ 431.10,,,
129491,90079442,630000,Supplies & Materials,$ 398.57,,,
129491,90079442,640300,Contractual Services,"$ 1,315.84",,,
129491,90079442,641400,Telecommunications,$ 5.29,,,
129491,90079442,642500,Other Expenses,$ 882.83,,,
129491,90079442,652000,Travel Domestic,"$ 1,604.97",,,
129491,90079442,652100,Travel Foreign,"$ 3,128.64",,,
129491,90079442,690007,Recharge,$ 437.55,,,
129491,90079485,610000,Salaries & Wages,"$ 4,714.95",,,
129491,90079485,620000,Fringe Benefits,"$ 1,589.43",,,
129491,90079485,630000,Supplies & Materials,$ 258.03,,,
129491,90079485,637000,Repairs & Maintenanc,$ 9.70,,,
129491,90079485,640300,Contractual Services,$ 194.43,,,
129491,90079485,641400,Telecommunications,$ 58.89,,,
129491,90079485,642500,Other Expenses,$ 100.27,,,
129491,90079485,652000,Travel Domestic,$ 175.12,,,
129491,90079485,652100,Travel Foreign,"$ 2,429.79",,,
129491,90079485,690007,Recharge,$ 476.53,,,
129545,90079470,630000,Supplies & Materials,$ (3.67),,,
129545,90079470,637000,Repairs & Maintenanc,$ (0.46),,,
129545,90079470,640300,Contractual Services,$ (0.13),,,
129545,90079470,690007,Recharge,$ (0.43),,,
129545,90079470,699999,Facilities & Admin C,$ (0.80),,,
129666,90079653,610000,Salaries & Wages,$ 66.06,,,
129666,90079653,612000,Administrative Salar,$ 79.75,,,
129666,90079653,620000,Fringe Benefits,$ 49.57,,,
129666,90079653,690007,Recharge,$ 19.54,,,
129666,90079654,630000,Supplies & Materials,$ 270.27,,,
129666,90079654,640102,Leased Facilities Ex,$ 15.56,,,
129666,90079654,640300,Contractual Services,"$ 1,316.81",,,
129666,90079654,641400,Telecommunications,$ 79.97,,,
129666,90079654,642500,Other Expenses,$ 172.27,,,
129666,90079654,643000,Other Expenses Exclu,$ 113.36,,,
129666,90079654,652000,Travel Domestic,$ 162.82,,,
129666,90079654,652100,Travel Foreign,$ 250.78,,,
129666,90079654,690007,Recharge,$ 238.18,,,
129849,90079935,612000,Administrative Salar,$ 255.32,,,
129849,90079935,620000,Fringe Benefits,$ 86.81,,,
129849,90079935,690007,Recharge,$ 34.21,,,
129849,90079935,699999,Facilities & Admin C,$ 17.09,,,
129849,90079936,610000,Salaries & Wages,"$ 7,054.75",,,
129849,90079936,620000,Fringe Benefits,"$ 1,304.26",,,
129849,90079936,630000,Supplies & Materials,$ 177.34,,,
129849,90079936,637000,Repairs & Maintenanc,$ 47.36,,,
129849,90079936,640300,Contractual Services,"$ 1,064.18",,,
129849,90079936,641400,Telecommunications,$ 37.12,,,
129849,90079936,642500,Other Expenses,$ 313.43,,,
129849,90079936,643000,Other Expenses Exclu,$ (7.91),,,
129849,90079936,652000,Travel Domestic,$ 601.54,,,
129849,90079936,652100,Travel Foreign,"$ 1,151.50",,,
129849,90079936,690007,Recharge,"$ 1,174.36",,,
129849,90079936,699999,Facilities & Admin C,$ 586.83,,,
129859,90079992,610000,Salaries & Wages,$ 725.27,,,
129859,90079992,620000,Fringe Benefits,$ 128.08,,,
129859,90079992,640300,Contractual Services,$ 8.49,,,
129859,90079992,642500,Other Expenses,$ 12.67,,,
129859,90079992,690007,Recharge,$ 87.45,,,
129859,90079992,699999,Facilities & Admin C,$ 67.34,,,
129859,98016950,610000,Salaries & Wages,$ 264.18,,,
129859,98016950,612000,Administrative Salar,$ 23.83,,,
129859,98016950,620000,Fringe Benefits,$ 54.76,,,
129859,98016950,630000,Supplies & Materials,$ 2.76,,,
129859,98016950,637000,Repairs & Maintenanc,$ 4.71,,,
129859,98016950,640102,Leased Facilities Ex,$ 3.34,,,
129859,98016950,640300,Contractual Services,$ 119.32,,,
129859,98016950,641400,Telecommunications,$ 2.77,,,
129859,98016950,642500,Other Expenses,$ 2.24,,,
129859,98016950,643000,Other Expenses Exclu,$ (0.52),,,
129859,98016950,652100,Travel Foreign,$ 44.99,,,
129865,90080005,610000,Salaries & Wages,$ 572.59,,,
129865,90080005,620000,Fringe Benefits,$ 156.90,,,
129865,90080005,642500,Other Expenses,$ 255.00,,,
129865,90080005,690007,Recharge,$ 98.46,,,
129865,90080005,699999,Facilities & Admin C,$ 43.32,,,
129865,90080006,610000,Salaries & Wages,$ 865.95,,,
129865,90080006,620000,Fringe Benefits,$ 198.31,,,
129865,90080006,630000,Supplies & Materials,$ 66.00,,,
129865,90080006,637000,Repairs & Maintenanc,$ 12.13,,,
129865,90080006,640300,Contractual Services,$ 2.21,,,
129865,90080006,641400,Telecommunications,$ 61.88,,,
129865,90080006,642500,Other Expenses,$ 9.67,,,
129865,90080006,643000,Other Expenses Exclu,$ (67.75),,,
129865,90080006,652100,Travel Foreign,$ 297.68,,,
129865,90080006,690007,Recharge,$ 144.61,,,
129865,90080006,699999,Facilities & Admin C,$ 66.34,,,
130063,90080314,610000,Salaries & Wages,"$ 2,714.44",,,
130063,90080314,620000,Fringe Benefits,"$ 1,196.00",,,
130063,90080314,630000,Supplies & Materials,"$ 5,156.24",,,
130063,90080314,640102,Leased Facilities Ex,$ 317.87,,,
130063,90080314,640300,Contractual Services,$ 99.53,,,
130063,90080314,641400,Telecommunications,$ 71.53,,,
130063,90080314,642500,Other Expenses,$ 202.66,,,
130063,90080314,643000,Other Expenses Exclu,$ 0.01,,,
130063,90080314,652100,Travel Foreign,$ 481.41,,,
130063,90080314,690007,Recharge,"$ 1,023.97",,,
130063,90080315,610000,Salaries & Wages,$ 524.69,,,
130063,90080315,612000,Administrative Salar,$ 239.38,,,
130063,90080315,620000,Fringe Benefits,$ 259.79,,,
130063,90080315,652100,Travel Foreign,$ 453.61,,,
130063,90080315,690007,Recharge,$ 147.75,,,
130063,98017631,610000,Salaries & Wages,"$ 1,388.09",,,
130063,98017631,620000,Fringe Benefits,$ 100.92,,,
130063,98017631,630000,Supplies & Materials,$ 31.18,,,
130063,98017631,640102,Leased Facilities Ex,$ 55.91,,,
130063,98017631,642500,Other Expenses,$ 163.31,,,
130063,98017631,643000,Other Expenses Exclu,$ (6.06),,,
130063,98017631,652100,Travel Foreign,$ 705.34,,,
130067,90080333,612000,Administrative Salar,$ 136.42,,,
130067,90080333,620000,Fringe Benefits,$ 46.38,,,
130067,90080333,690007,Recharge,$ 18.28,,,
130067,90080333,699999,Facilities & Admin C,$ 34.18,,,
130109,90080364,640300,Contractual Services,$ 759.61,,,
130109,90080364,642500,Other Expenses,$ 4.95,,,
130109,90080364,690007,Recharge,$ 76.46,,,
130109,90080364,699999,Facilities & Admin C,$ 142.98,,,
130144,90080375,610000,Salaries & Wages,$ 201.63,,,
130144,90080375,612000,Administrative Salar,$ (312.50),,,
130144,90080375,620000,Fringe Benefits,$ (46.28),,,
130144,90080375,630000,Supplies & Materials,"$ 2,555.49",,,
130144,90080375,690007,Recharge,$ 239.83,,,
130144,90080375,699999,Facilities & Admin C,$ 448.49,,,
130144,90080376,610000,Salaries & Wages,"$ 3,730.62",,,
130144,90080376,620000,Fringe Benefits,"$ 1,126.38",,,
130144,90080376,630000,Supplies & Materials,$ 353.25,,,
130144,90080376,637000,Repairs & Maintenanc,$ 530.76,,,
130144,90080376,640102,Leased Facilities Ex,$ 198.28,,,
130144,90080376,640300,Contractual Services,$ 119.04,,,
130144,90080376,641400,Telecommunications,$ 618.16,,,
130144,90080376,642500,Other Expenses,$ 29.36,,,
130144,90080376,643000,Other Expenses Exclu,$ (48.95),,,
130144,90080376,652100,Travel Foreign,$ 282.07,,,
130144,90080376,690007,Recharge,$ 693.89,,,
130144,90080376,699999,Facilities & Admin C,"$ 1,272.20",,,
130194,90080533,610000,Salaries & Wages,$ 647.16,,,
130194,90080533,612000,Administrative Salar,$ 397.81,,,
130194,90080533,620000,Fringe Benefits,$ 355.30,,,
130194,90080533,690007,Recharge,$ 140.03,,,
130194,90080533,699999,Facilities & Admin C,$ 61.61,,,
130194,90080534,610000,Salaries & Wages,"$ 4,487.64",,,
130194,90080534,620000,Fringe Benefits,"$ 1,027.67",,,
130194,90080534,630000,Supplies & Materials,$ 51.73,,,
130194,90080534,640102,Leased Facilities Ex,$ 462.49,,,
130194,90080534,640300,Contractual Services,$ 74.13,,,
130194,90080534,641400,Telecommunications,$ 60.88,,,
130194,90080534,642500,Other Expenses,$ 8.64,,,
130194,90080534,643000,Other Expenses Exclu,$ (149.52),,,
130194,90080534,652100,Travel Foreign,$ 8.85,,,
130194,90080534,690007,Recharge,$ 603.25,,,
130194,90080534,699999,Facilities & Admin C,$ 252.91,,,
130202,90080493,610000,Salaries & Wages,$ 795.66,,,
130202,90080493,620000,Fringe Benefits,$ 219.81,,,
130202,90080493,690007,Recharge,$ 101.55,,,
130202,90080493,699999,Facilities & Admin C,$ 189.90,,,
130255,90080551,610000,Salaries & Wages,$ 615.90,,,
130255,90080551,612000,Administrative Salar,$ 993.83,,,
130255,90080551,620000,Fringe Benefits,$ 547.29,,,
130255,90080551,643000,Other Expenses Exclu,$ 2.50,,,
130255,90080551,690007,Recharge,$ 215.96,,,
130255,90080551,699999,Facilities & Admin C,$ 355.95,,,
130255,90080552,630000,Supplies & Materials,$ 64.94,,,
130255,90080552,640102,Leased Facilities Ex,$ 22.10,,,
130255,90080552,640300,Contractual Services,"$ 3,074.33",,,
130255,90080552,641400,Telecommunications,$ 89.10,,,
130255,90080552,642500,Other Expenses,$ 149.81,,,
130255,90080552,643000,Other Expenses Exclu,$ 159.78,,,
130255,90080552,652000,Travel Domestic,$ 24.03,,,
130255,90080552,652100,Travel Foreign,$ 303.78,,,
130255,90080552,690007,Recharge,$ 388.79,,,
130255,90080552,699999,Facilities & Admin C,$ 614.22,,,
130278,90080662,610000,Salaries & Wages,"$ 1,910.15",,,
130278,90080662,612000,Administrative Salar,"$ 1,561.35",,,
130278,90080662,620000,Fringe Benefits,"$ 1,180.28",,,
130278,90080662,640300,Contractual Services,$ 159.75,,,
130278,90080662,642500,Other Expenses,$ 281.75,,,
130278,90080662,652100,Travel Foreign,$ 905.03,,,
130278,90080662,690007,Recharge,$ 599.84,,,
130278,90080662,699999,Facilities & Admin C,$ 237.55,,,
130278,90080663,610000,Salaries & Wages,"$ 2,116.88",,,
130278,90080663,640300,Contractual Services,$ 240.48,,,
130278,90080663,642500,Other Expenses,$ 92.17,,,
130278,90080663,652100,Travel Foreign,$ 442.56,,,
130278,90080663,690007,Recharge,$ 289.21,,,
130278,90080663,699999,Facilities & Admin C,$ 114.53,,,
130278,98017587,630000,Supplies & Materials,$ 29.36,,,
130278,98017587,640300,Contractual Services,"$ 1,089.75",,,
130314,90080785,610000,Salaries & Wages,$ 25.07,,,
130314,90080785,612000,Administrative Salar,$ 107.67,,,
130314,90080785,620000,Fringe Benefits,$ 45.13,,,
130314,90080785,640300,Contractual Services,$ 2.88,,,
