Grant,Sponsored Program,Sponsored Class number,sponsored class name,Total Revenue or Expense
129859,98016950,641400,Telecommunications,$ 14.62
129859,98016950,642500,Other Expenses,$ 21.71
129859,98016950,643000,Other Expenses Exclu,$ 10.00
129859,98016950,652000,Travel Domestic,$ 258.62
129859,98016950,652100,Travel Foreign,$ 444.91
129865,90080005,610000,Salaries & Wages,$ 572.59
129865,90080005,620000,Fringe Benefits,$ 156.90
129865,90080005,630000,Supplies & Materials,"$ 1,143.71"
129865,90080005,642500,Other Expenses,"$ 2,250.00"
129865,90080005,690007,Recharge,$ 412.33
129865,90080005,699999,Facilities & Admin C,$ 181.42
129865,90080006,610000,Salaries & Wages,"$ 6,493.49"
129865,90080006,620000,Fringe Benefits,"$ 1,487.09"
129865,90080006,630000,Supplies & Materials,$ 779.02
129865,90080006,637000,Repairs & Maintenanc,$ 13.05
129865,90080006,640300,Contractual Services,"$ 1,530.04"
129865,90080006,641400,Telecommunications,$ 86.59
129865,90080006,642500,Other Expenses,"$ 1,031.87"
129865,90080006,643000,Other Expenses Exclu,$ (212.70)
129865,90080006,652000,Travel Domestic,"$ 2,409.42"
129865,90080006,652100,Travel Foreign,"$ 7,102.74"
129865,90080006,690007,Recharge,"$ 2,072.06"
129865,90080006,699999,Facilities & Admin C,$ 920.22
129925,90080046,612000,Administrative Salar,$ 343.59
129925,90080046,620000,Fringe Benefits,$ 116.83
129925,90080046,690007,Recharge,$ 46.04
129925,90080046,699999,Facilities & Admin C,$ 22.99
129925,90080047,610000,Salaries & Wages,"$ 5,684.07"
129925,90080047,620000,Fringe Benefits,"$ 1,006.35"
129925,90080047,630000,Supplies & Materials,$ 91.18
129925,90080047,637000,Repairs & Maintenanc,$ 78.81
129925,90080047,640102,Leased Facilities Ex,$ 41.14
129925,90080047,640300,Contractual Services,$ 106.73
129925,90080047,641400,Telecommunications,$ 35.19
129925,90080047,642500,Other Expenses,$ 0.61
129925,90080047,643000,Other Expenses Exclu,$ (594.37)
129925,90080047,652100,Travel Foreign,$ 149.97
129925,90080047,690000,Cost Overrun,"$ (13,037.11)"
129925,90080047,690001,Cost Overrun Small B,$ (0.00)
129925,90080047,690007,Recharge,$ (919.24)
129925,90080047,699999,Facilities & Admin C,$ (153.14)
129925,98017648,690000,Cost Overrun,"$ 13,037.11"
130063,90080314,610000,Salaries & Wages,"$ 8,964.94"
130063,90080314,620000,Fringe Benefits,"$ 1,313.67"
130063,90080314,630000,Supplies & Materials,"$ 6,578.86"
130063,90080314,637000,Repairs & Maintenanc,$ 119.60
130063,90080314,640102,Leased Facilities Ex,$ 940.34
130063,90080314,640300,Contractual Services,$ 366.30
130063,90080314,641400,Telecommunications,$ 98.65
130063,90080314,642500,Other Expenses,$ 409.87
130063,90080314,643000,Other Expenses Exclu,$ 0.01
130063,90080314,652100,Travel Foreign,"$ 1,366.81"
130063,90080314,690007,Recharge,"$ 2,013.49"
130063,90080315,610000,Salaries & Wages,$ 874.48
130063,90080315,612000,Administrative Salar,"$ 1,280.20"
130063,90080315,620000,Fringe Benefits,$ 732.60
130063,90080315,630000,Supplies & Materials,$ 22.90
130063,90080315,652100,Travel Foreign,$ 453.61
130063,90080315,690007,Recharge,$ 336.39
130063,98017631,610000,Salaries & Wages,"$ 1,388.09"
130063,98017631,620000,Fringe Benefits,$ 100.92
130063,98017631,630000,Supplies & Materials,$ 31.18
130063,98017631,640102,Leased Facilities Ex,$ 55.91
130063,98017631,642500,Other Expenses,$ 163.31
130063,98017631,643000,Other Expenses Exclu,$ (6.06)
130063,98017631,652100,Travel Foreign,$ 705.34
130067,90080333,612000,Administrative Salar,$ 737.30
130067,90080333,620000,Fringe Benefits,$ 250.68
130067,90080333,690007,Recharge,$ 98.80
130067,90080333,699999,Facilities & Admin C,$ 184.75
130067,90080334,640300,Contractual Services,$ 46.05
130067,90080334,642500,Other Expenses,$ 1.21
130067,90080334,690007,Recharge,$ 4.73
130067,90080334,699999,Facilities & Admin C,$ 8.84
130109,90080364,640300,Contractual Services,"$ 4,544.98"
130109,90080364,642500,Other Expenses,$ 29.84
130109,90080364,652000,Travel Domestic,$ 140.63
130109,90080364,652100,Travel Foreign,$ 206.28
130109,90080364,690007,Recharge,$ 479.75
130109,90080364,699999,Facilities & Admin C,$ 918.25
130109,90080385,610000,Salaries & Wages,$ 724.14
130109,90080385,652100,Travel Foreign,$ 687.08
130109,90080385,690007,Recharge,$ 141.12
130109,90080385,699999,Facilities & Admin C,$ 263.90
130144,90080375,610000,Salaries & Wages,"$ 4,193.30"
130144,90080375,612000,Administrative Salar,$ 574.00
130144,90080375,620000,Fringe Benefits,"$ 1,577.97"
130144,90080375,630000,Supplies & Materials,"$ 3,611.09"
130144,90080375,641400,Telecommunications,$ 5.63
130144,90080375,652100,Travel Foreign,$ 767.02
130144,90080375,653400,Equipment,"$ 7,061.05"
130144,90080375,690007,Recharge,"$ 1,704.91"
130144,90080375,699999,Facilities & Admin C,"$ 2,113.77"
130144,90080376,610000,Salaries & Wages,"$ 30,773.46"
130144,90080376,620000,Fringe Benefits,"$ 9,079.87"
130144,90080376,630000,Supplies & Materials,"$ 1,925.17"
130144,90080376,637000,Repairs & Maintenanc,"$ 1,382.11"
130144,90080376,640102,Leased Facilities Ex,"$ 1,510.97"
130144,90080376,640300,Contractual Services,"$ 1,146.05"
130144,90080376,641400,Telecommunications,"$ 2,608.56"
130144,90080376,642500,Other Expenses,"$ 3,486.56"
130144,90080376,643000,Other Expenses Exclu,"$ (1,446.69)"
130144,90080376,652100,Travel Foreign,"$ 4,641.27"
130144,90080376,690007,Recharge,"$ 5,433.37"
130144,90080376,699999,Facilities & Admin C,"$ 10,281.00"
130194,90080533,610000,Salaries & Wages,"$ 8,588.43"
130194,90080533,612000,Administrative Salar,"$ 2,209.55"
130194,90080533,620000,Fringe Benefits,"$ 3,604.76"
130194,90080533,652100,Travel Foreign,"$ 3,236.40"
130194,90080533,690007,Recharge,"$ 1,743.32"
130194,90080533,699999,Facilities & Admin C,$ 775.27
130194,90080534,610000,Salaries & Wages,"$ 22,119.76"
130194,90080534,620000,Fringe Benefits,"$ 5,065.37"
130194,90080534,630000,Supplies & Materials,$ 356.57
130194,90080534,637000,Repairs & Maintenanc,$ 201.40
130194,90080534,640102,Leased Facilities Ex,"$ 2,900.54"
130194,90080534,640300,Contractual Services,"$ 1,243.50"
130194,90080534,641400,Telecommunications,$ 773.73
130194,90080534,642500,Other Expenses,$ (60.01)
130194,90080534,643000,Other Expenses Exclu,"$ (1,387.68)"
130194,90080534,652000,Travel Domestic,$ (665.31)
130194,90080534,652100,Travel Foreign,$ (483.14)
130194,90080534,690007,Recharge,"$ 2,879.45"
130194,90080534,699999,Facilities & Admin C,"$ 1,257.25"
130202,90080493,610000,Salaries & Wages,"$ 3,253.77"
130202,90080493,620000,Fringe Benefits,"$ 1,485.73"
130202,90080493,690007,Recharge,$ 473.96
130202,90080493,699999,Facilities & Admin C,$ 886.29
130255,90080551,610000,Salaries & Wages,"$ 6,325.86"
130255,90080551,612000,Administrative Salar,"$ 1,844.97"
130255,90080551,620000,Fringe Benefits,"$ 2,816.57"
130255,90080551,630000,Supplies & Materials,$ 8.89
130255,90080551,640300,Contractual Services,$ (160.86)
130255,90080551,643000,Other Expenses Exclu,$ 32.74
130255,90080551,652000,Travel Domestic,$ 49.75
130255,90080551,652100,Travel Foreign,"$ 1,274.39"
130255,90080551,690007,Recharge,"$ 1,206.03"
130255,90080551,699999,Facilities & Admin C,"$ 2,004.84"
130255,90080552,630000,Supplies & Materials,$ 586.80
130255,90080552,640102,Leased Facilities Ex,$ 348.01
130255,90080552,640300,Contractual Services,"$ 20,825.67"
130255,90080552,641400,Telecommunications,$ 482.45
130255,90080552,642500,Other Expenses,$ 499.26
130255,90080552,643000,Other Expenses Exclu,"$ (1,073.47)"
130255,90080552,652000,Travel Domestic,"$ 5,936.97"
130255,90080552,652100,Travel Foreign,"$ 4,218.33"
130255,90080552,690007,Recharge,"$ 3,182.41"
130255,90080552,699999,Facilities & Admin C,"$ 5,359.79"
130278,90080662,610000,Salaries & Wages,"$ 3,843.99"
130278,90080662,612000,Administrative Salar,"$ 3,721.46"
130278,90080662,620000,Fringe Benefits,"$ 2,572.23"
130278,90080662,630000,Supplies & Materials,$ 1.75
130278,90080662,640300,Contractual Services,$ 172.90
130278,90080662,642500,Other Expenses,$ 281.75
130278,90080662,652100,Travel Foreign,"$ 3,474.05"
130278,90080662,690007,Recharge,"$ 1,406.83"
130278,90080662,699999,Facilities & Admin C,$ 557.12
130278,90080663,610000,Salaries & Wages,"$ 4,387.83"
130278,90080663,630000,Supplies & Materials,$ 14.06
130278,90080663,640300,Contractual Services,$ 368.86
130278,90080663,642500,Other Expenses,$ 144.82
130278,90080663,652100,Travel Foreign,$ 585.31
130278,90080663,690007,Recharge,$ 550.09
130278,90080663,699999,Facilities & Admin C,$ 217.84
130278,98017587,630000,Supplies & Materials,$ 29.36
130278,98017587,640300,Contractual Services,"$ 1,089.75"
130314,90080785,610000,Salaries & Wages,$ 25.07
130314,90080785,612000,Administrative Salar,$ 434.27
130314,90080785,620000,Fringe Benefits,$ 156.17
130314,90080785,640300,Contractual Services,$ 2.88
130314,90080785,690007,Recharge,$ 61.84
130314,90080785,699999,Facilities & Admin C,$ 61.23
130314,90080786,610000,Salaries & Wages,"$ 2,571.68"
130314,90080786,620000,Fringe Benefits,$ 595.37
130314,90080786,630000,Supplies & Materials,$ 295.23
130314,90080786,637000,Repairs & Maintenanc,$ 29.41
130314,90080786,640102,Leased Facilities Ex,$ 55.63
130314,90080786,640300,Contractual Services,$ 897.60
130314,90080786,641400,Telecommunications,$ 6.62
130314,90080786,642500,Other Expenses,$ 47.54
130314,90080786,643000,Other Expenses Exclu,$ 14.25
130314,90080786,652000,Travel Domestic,"$ 2,734.53"
130314,90080786,652100,Travel Foreign,$ 361.22
130314,90080786,690007,Recharge,$ 760.91
130314,90080786,699999,Facilities & Admin C,$ 747.02
130314,96020337,642400,Subaward,"$ 10,800.00"
130314,96020337,690007,Recharge,"$ 1,080.00"
130314,96020337,699999,Facilities & Admin C,"$ 1,069.20"
130314,96020338,642400,Subaward,"$ 4,450.00"
130314,96020338,690007,Recharge,$ 445.00
130314,96020338,699999,Facilities & Admin C,$ 440.55
130317,90080772,610000,Salaries & Wages,"$ 11,649.63"
130317,90080772,612000,Administrative Salar,"$ 4,084.62"
130317,90080772,620000,Fringe Benefits,"$ 5,003.96"
130317,90080772,630000,Supplies & Materials,$ 11.63
130317,90080772,640300,Contractual Services,$ 6.87
130317,90080772,642500,Other Expenses,"$ 3,954.18"
130317,90080772,652000,Travel Domestic,$ 46.19
130317,90080772,652100,Travel Foreign,"$ 3,384.66"
130317,90080772,690007,Recharge,"$ 2,806.54"
130317,90080772,699999,Facilities & Admin C,"$ 5,261.22"
130317,90080773,610000,Salaries & Wages,"$ 15,654.44"
130317,90080773,620000,Fringe Benefits,"$ 8,874.36"
130317,90080773,630000,Supplies & Materials,"$ 13,805.43"
130317,90080773,637000,Repairs & Maintenanc,$ 165.07
130317,90080773,640102,Leased Facilities Ex,"$ 1,363.55"
130317,90080773,640300,Contractual Services,"$ 1,525.04"
130317,90080773,641400,Telecommunications,$ 459.42
130317,90080773,642500,Other Expenses,"$ 1,703.17"
130317,90080773,643000,Other Expenses Exclu,$ (468.45)
130317,90080773,652000,Travel Domestic,"$ 4,092.89"
130317,90080773,652100,Travel Foreign,"$ 4,121.00"
130317,90080773,653400,Equipment,"$ 28,197.00"
130317,90080773,690007,Recharge,"$ 7,942.13"
130317,90080773,699999,Facilities & Admin C,"$ 9,918.30"
130317,90081573,610000,Salaries & Wages,"$ 7,357.41"
130317,90081573,620000,Fringe Benefits,"$ 3,764.01"
130317,90081573,630000,Supplies & Materials,$ 209.17
130317,90081573,637000,Repairs & Maintenanc,$ 5.92
130317,90081573,640102,Leased Facilities Ex,$ 676.47
130317,90081573,640300,Contractual Services,"$ 1,027.29"
130317,90081573,641400,Telecommunications,$ 150.20
130317,90081573,642500,Other Expenses,$ 25.11
130317,90081573,643000,Other Expenses Exclu,$ (234.62)
130317,90081573,652000,Travel Domestic,$ 247.16
130317,90081573,652100,Travel Foreign,"$ 1,416.32"
130317,90081573,690007,Recharge,"$ 1,464.45"
130317,90081573,699999,Facilities & Admin C,"$ 2,663.39"
130317,90081574,610000,Salaries & Wages,"$ 6,694.99"
130317,90081574,620000,Fringe Benefits,"$ 3,509.28"
130317,90081574,630000,Supplies & Materials,$ 283.57
130317,90081574,637000,Repairs & Maintenanc,$ 4.67
130317,90081574,640102,Leased Facilities Ex,$ 988.71
130317,90081574,640300,Contractual Services,$ 570.61
130317,90081574,641400,Telecommunications,$ 111.19
130317,90081574,642500,Other Expenses,$ 11.18
130317,90081574,643000,Other Expenses Exclu,$ (204.54)
130317,90081574,652000,Travel Domestic,$ 148.30
130317,90081574,652100,Travel Foreign,$ 825.21
130317,90081574,690007,Recharge,"$ 1,294.32"
130317,90081574,699999,Facilities & Admin C,"$ 2,287.06"
130317,90081575,610000,Salaries & Wages,"$ 6,978.02"
130317,90081575,620000,Fringe Benefits,"$ 3,626.54"
130317,90081575,630000,Supplies & Materials,$ 280.52
130317,90081575,637000,Repairs & Maintenanc,$ 5.95
130317,90081575,640102,Leased Facilities Ex,$ 582.99
130317,90081575,640300,Contractual Services,"$ 2,672.51"
130317,90081575,641400,Telecommunications,$ 144.17
130317,90081575,642500,Other Expenses,$ 13.77
130317,90081575,643000,Other Expenses Exclu,$ (237.65)
130317,90081575,652000,Travel Domestic,"$ 1,300.34"
130317,90081575,652100,Travel Foreign,"$ 2,630.03"
130317,90081575,690007,Recharge,"$ 1,799.72"
130317,90081575,699999,Facilities & Admin C,"$ 3,306.76"
130317,90081576,610000,Salaries & Wages,"$ 6,550.59"
130317,90081576,620000,Fringe Benefits,"$ 3,366.50"
130317,90081576,630000,Supplies & Materials,$ 143.66
130317,90081576,637000,Repairs & Maintenanc,$ 5.49
130317,90081576,640102,Leased Facilities Ex,$ 546.22
130317,90081576,640300,Contractual Services,"$ 1,040.58"
130317,90081576,641400,Telecommunications,$ 132.56
130317,90081576,642500,Other Expenses,$ 12.74
130317,90081576,643000,Other Expenses Exclu,$ (185.17)
130317,90081576,652000,Travel Domestic,$ 235.20
130317,90081576,652100,Travel Foreign,"$ 2,889.96"
130317,90081576,690007,Recharge,"$ 1,473.83"
130317,90081576,699999,Facilities & Admin C,"$ 2,694.68"
130317,90081577,610000,Salaries & Wages,"$ 5,384.38"
130317,90081577,620000,Fringe Benefits,"$ 2,757.77"
130317,90081577,630000,Supplies & Materials,$ 433.11
130317,90081577,637000,Repairs & Maintenanc,$ 4.91
130317,90081577,640102,Leased Facilities Ex,$ 465.28
130317,90081577,640300,Contractual Services,"$ 3,182.23"
130317,90081577,641400,Telecommunications,$ 119.90
130317,90081577,642500,Other Expenses,$ 11.22
130317,90081577,643000,Other Expenses Exclu,$ (188.88)
130317,90081577,652000,Travel Domestic,"$ 1,262.30"
130317,90081577,652100,Travel Foreign,"$ 2,733.79"
130317,90081577,690007,Recharge,"$ 1,616.61"
130317,90081577,699999,Facilities & Admin C,"$ 2,976.06"
130317,90081578,610000,Salaries & Wages,"$ 2,625.34"
130317,90081578,620000,Fringe Benefits,"$ 1,033.71"
130317,90081578,630000,Supplies & Materials,$ 49.68
130317,90081578,637000,Repairs & Maintenanc,$ 1.83
130317,90081578,640102,Leased Facilities Ex,$ 216.44
130317,90081578,640300,Contractual Services,$ 433.90
130317,90081578,641400,Telecommunications,$ 44.46
130317,90081578,642500,Other Expenses,$ 5.44
130317,90081578,643000,Other Expenses Exclu,$ (49.61)
130317,90081578,652000,Travel Domestic,$ 231.84
130317,90081578,652100,Travel Foreign,"$ 1,731.09"
130317,90081578,690007,Recharge,$ 632.42
130317,90081578,699999,Facilities & Admin C,"$ 1,154.25"
130496,90081095,610000,Salaries & Wages,"$ 17,957.35"
130496,90081095,612000,Administrative Salar,"$ 30,931.11"
130496,90081095,620000,Fringe Benefits,"$ 16,622.07"
130496,90081095,630000,Supplies & Materials,"$ 2,652.55"
130496,90081095,640300,Contractual Services,"$ 20,518.47"
130496,90081095,642500,Other Expenses,"$ 1,052.63"
130496,90081095,643000,Other Expenses Exclu,$ 79.13
130496,90081095,652000,Travel Domestic,"$ 5,819.20"
130496,90081095,652100,Travel Foreign,"$ 3,763.74"
130496,90081095,690007,Recharge,"$ 9,952.08"
130496,90081095,691500,Service Center,$ 124.46
130496,90081095,699999,Facilities & Admin C,"$ 4,966.47"
130496,90081096,610000,Salaries & Wages,"$ 2,785.51"
130496,90081096,620000,Fringe Benefits,$ 649.50
130496,90081096,630000,Supplies & Materials,$ 73.89
130496,90081096,640102,Leased Facilities Ex,$ 54.17
130496,90081096,640300,Contractual Services,$ 8.93
130496,90081096,641400,Telecommunications,$ 65.05
130496,90081096,642500,Other Expenses,$ 5.42
130496,90081096,643000,Other Expenses Exclu,$ (3.41)
130496,90081096,652100,Travel Foreign,"$ 1,348.61"
130496,90081096,690007,Recharge,$ 498.77
130496,90081096,699999,Facilities & Admin C,$ 246.78
130496,90081097,610000,Salaries & Wages,"$ 3,421.66"
130496,90081097,620000,Fringe Benefits,"$ 1,039.68"
130496,90081097,630000,Supplies & Materials,$ 776.78
130496,90081097,637000,Repairs & Maintenanc,$ 73.85
130496,90081097,640102,Leased Facilities Ex,$ 84.36
130496,90081097,640300,Contractual Services,$ 41.87
130496,90081097,641400,Telecommunications,$ 202.10
130496,90081097,642500,Other Expenses,$ 14.43
130496,90081097,643000,Other Expenses Exclu,$ (89.03)
130496,90081097,652100,Travel Foreign,$ 640.08
130496,90081097,690007,Recharge,$ 620.58
130496,90081097,699999,Facilities & Admin C,$ 310.12
130496,90081098,610000,Salaries & Wages,$ 496.50
130496,90081098,620000,Fringe Benefits,$ 147.26
130496,90081098,630000,Supplies & Materials,$ 27.03
130496,90081098,637000,Repairs & Maintenanc,$ 28.09
130496,90081098,640300,Contractual Services,$ 8.47
130496,90081098,641400,Telecommunications,$ 48.61
130496,90081098,642500,Other Expenses,$ 27.45
130496,90081098,652100,Travel Foreign,$ 582.00
130496,90081098,690007,Recharge,$ 136.54
130496,90081098,699999,Facilities & Admin C,$ 68.19
130496,90081100,610000,Salaries & Wages,"$ 2,664.91"
130496,90081100,620000,Fringe Benefits,$ 490.09
130496,90081100,630000,Supplies & Materials,$ 9.02
130496,90081100,637000,Repairs & Maintenanc,$ 6.35
130496,90081100,640102,Leased Facilities Ex,$ 82.99
130496,90081100,640300,Contractual Services,$ 48.77
130496,90081100,641400,Telecommunications,$ 8.02
130496,90081100,642500,Other Expenses,$ 0.04
130496,90081100,643000,Other Expenses Exclu,$ 10.65
130496,90081100,652100,Travel Foreign,"$ 1,093.79"
130496,90081100,690007,Recharge,$ 441.45
130496,90081100,699999,Facilities & Admin C,$ 216.22
130496,90081101,610000,Salaries & Wages,$ 564.45
130496,90081101,620000,Fringe Benefits,$ 130.66
130496,90081101,640300,Contractual Services,$ 8.31
130496,90081101,652100,Travel Foreign,$ 955.44
130496,90081101,690007,Recharge,$ 165.89
130496,90081101,699999,Facilities & Admin C,$ 82.84
130496,90081104,610000,Salaries & Wages,"$ 1,826.13"
130496,90081104,620000,Fringe Benefits,$ 625.63
130496,90081104,630000,Supplies & Materials,$ 198.00
130496,90081104,640102,Leased Facilities Ex,$ 606.75
130496,90081104,640300,Contractual Services,$ 640.12
130496,90081104,641400,Telecommunications,$ 144.75
130496,90081104,642500,Other Expenses,$ 23.25
130496,90081104,643000,Other Expenses Exclu,$ 5.21
130496,90081104,652100,Travel Foreign,$ 971.88
130496,90081104,690007,Recharge,$ 504.17
130496,90081104,699999,Facilities & Admin C,$ 224.00
130496,90081186,630000,Supplies & Materials,$ 50.58
130496,90081186,690007,Recharge,$ 5.06
130496,90081186,699999,Facilities & Admin C,$ 2.53
130496,90081605,610000,Salaries & Wages,"$ 3,697.35"
130496,90081605,620000,Fringe Benefits,"$ 1,456.39"
130496,90081605,630000,Supplies & Materials,$ 24.06
130496,90081605,637000,Repairs & Maintenanc,$ 0.81
130496,90081605,640102,Leased Facilities Ex,$ 14.86
130496,90081605,640300,Contractual Services,$ 5.75
130496,90081605,641400,Telecommunications,$ 4.33
130496,90081605,642500,Other Expenses,$ 37.46
130496,90081605,652100,Travel Foreign,$ 22.49
130496,90081605,690007,Recharge,$ 526.35
130496,90081605,699999,Facilities & Admin C,$ 262.18
130496,96020043,642400,Subaward,"$ 9,604.75"
130496,96020043,690007,Recharge,$ 960.48
130496,96020043,699999,Facilities & Admin C,$ 479.66
130496,96020157,642400,Subaward,"$ 4,552.15"
130496,96020157,690007,Recharge,$ 455.22
130496,96020157,699999,Facilities & Admin C,$ 227.34
130496,96020162,642400,Subaward,"$ 5,546.94"
130496,96020162,690007,Recharge,$ 554.69
130496,96020162,699999,Facilities & Admin C,$ 277.01
130496,96020167,642400,Subaward,"$ 22,995.25"
130496,96020167,690007,Recharge,"$ 2,299.53"
130496,96020167,699999,Facilities & Admin C,"$ 1,148.38"
130496,96020183,642400,Subaward,"$ 20,509.80"
130496,96020183,690007,Recharge,"$ 2,050.98"
130496,96020183,699999,Facilities & Admin C,"$ 1,024.26"
130496,96020184,642400,Subaward,"$ 22,140.55"
130496,96020184,690007,Recharge,"$ 2,214.06"
130496,96020184,699999,Facilities & Admin C,"$ 1,105.70"
130504,90081128,610000,Salaries & Wages,"$ 8,410.45"
130504,90081128,612000,Administrative Salar,"$ 3,678.59"
130504,90081128,620000,Fringe Benefits,"$ 4,110.27"
130504,90081128,630000,Supplies & Materials,"$ 1,112.97"
130504,90081128,641400,Telecommunications,$ 3.89
130504,90081128,652000,Travel Domestic,$ 515.75
130504,90081128,652100,Travel Foreign,"$ 2,382.85"
130504,90081128,690007,Recharge,"$ 2,021.48"
130504,90081128,699999,Facilities & Admin C,"$ 1,009.51"
130504,90081129,610000,Salaries & Wages,"$ 4,565.04"
130504,90081129,620000,Fringe Benefits,"$ 1,089.75"
130504,90081129,630000,Supplies & Materials,$ 23.08
130504,90081129,640102,Leased Facilities Ex,$ 53.61
130504,90081129,640300,Contractual Services,$ 8.84
130504,90081129,641400,Telecommunications,$ 65.37
130504,90081129,642500,Other Expenses,$ 18.59
130504,90081129,643000,Other Expenses Exclu,$ (7.07)
130504,90081129,652100,Travel Foreign,"$ 2,058.63"
130504,90081129,690007,Recharge,$ 787.59
130504,90081129,699999,Facilities & Admin C,$ 391.21
130504,90081130,652100,Travel Foreign,$ 132.33
130504,90081130,690007,Recharge,$ 13.23
130504,90081130,699999,Facilities & Admin C,$ 6.61
130504,90081131,610000,Salaries & Wages,"$ 17,234.76"
130504,90081131,620000,Fringe Benefits,"$ 6,209.69"
130504,90081131,630000,Supplies & Materials,"$ 1,395.31"
130504,90081131,637000,Repairs & Maintenanc,$ 143.69
130504,90081131,640102,Leased Facilities Ex,"$ 3,061.30"
130504,90081131,640300,Contractual Services,"$ 3,002.37"
130504,90081131,641400,Telecommunications,$ 393.32
130504,90081131,642500,Other Expenses,"$ 2,904.19"
130504,90081131,643000,Other Expenses Exclu,$ (168.28)
130504,90081131,652000,Travel Domestic,$ 858.35
130504,90081131,652100,Travel Foreign,"$ 3,256.71"
130504,90081131,690007,Recharge,"$ 3,829.14"
130504,90081131,699999,Facilities & Admin C,"$ 1,780.93"
130504,90081132,610000,Salaries & Wages,"$ 1,572.10"
130504,90081132,620000,Fringe Benefits,$ 357.71
130504,90081132,630000,Supplies & Materials,$ 32.59
130504,90081132,637000,Repairs & Maintenanc,$ 19.60
130504,90081132,640102,Leased Facilities Ex,$ 159.48
130504,90081132,640300,Contractual Services,$ 66.45
130504,90081132,641400,Telecommunications,$ 43.82
130504,90081132,642500,Other Expenses,$ 15.70
130504,90081132,643000,Other Expenses Exclu,$ (2.62)
130504,90081132,652000,Travel Domestic,$ 199.64
130504,90081132,652100,Travel Foreign,$ 914.84
130504,90081132,690007,Recharge,$ 337.94
130504,90081132,699999,Facilities & Admin C,$ 161.64
130504,90081133,652100,Travel Foreign,$ 178.02
130504,90081133,690007,Recharge,$ 17.80
130504,90081133,699999,Facilities & Admin C,$ 8.89
130504,90081134,652100,Travel Foreign,$ 171.47
130504,90081134,690007,Recharge,$ 17.15
130504,90081134,699999,Facilities & Admin C,$ 8.56
130504,90081135,652100,Travel Foreign,$ 204.23
130504,90081135,690007,Recharge,$ 20.42
130504,90081135,699999,Facilities & Admin C,$ 10.20
130504,90081136,630000,Supplies & Materials,"$ 1,973.05"
130504,90081136,640300,Contractual Services,$ 782.11
130504,90081136,642500,Other Expenses,$ 280.62
130504,90081136,643000,Other Expenses Exclu,$ (0.57)
130504,90081136,652000,Travel Domestic,"$ 4,382.10"
130504,90081136,652100,Travel Foreign,$ 262.99
130504,90081136,690007,Recharge,$ 768.03
130504,90081136,699999,Facilities & Admin C,$ 383.58
130608,90081389,610000,Salaries & Wages,$ 199.21
130608,90081389,612000,Administrative Salar,$ 177.08
130608,90081389,620000,Fringe Benefits,$ 127.92
130608,90081389,690007,Recharge,$ 50.42
130608,90081389,699999,Facilities & Admin C,$ 94.29
130608,90081390,610000,Salaries & Wages,"$ 7,936.57"
130608,90081390,620000,Fringe Benefits,"$ 1,761.92"
130608,90081390,630000,Supplies & Materials,$ 20.00
130608,90081390,641400,Telecommunications,$ 118.75
130608,90081390,652000,Travel Domestic,"$ 2,696.25"
130608,90081390,652100,Travel Foreign,$ 319.09
130608,90081390,690007,Recharge,"$ 1,285.26"
130608,90081390,699999,Facilities & Admin C,"$ 2,403.44"
130611,90081330,612000,Administrative Salar,$ 354.85
130611,90081330,620000,Fringe Benefits,$ 120.65
130611,90081330,690007,Recharge,$ 47.55
130611,90081330,699999,Facilities & Admin C,$ 23.74
130611,90081331,610000,Salaries & Wages,"$ 6,504.16"
130611,90081331,620000,Fringe Benefits,"$ 1,148.64"
130611,90081331,630000,Supplies & Materials,$ 63.45
130611,90081331,637000,Repairs & Maintenanc,$ 137.03
130611,90081331,640102,Leased Facilities Ex,"$ 1,503.11"
130611,90081331,640300,Contractual Services,"$ 1,150.95"
130611,90081331,641400,Telecommunications,$ 89.61
130611,90081331,642500,Other Expenses,$ 38.90
130611,90081331,643000,Other Expenses Exclu,$ 152.56
130611,90081331,652100,Travel Foreign,$ 43.90
130611,90081331,690007,Recharge,"$ 1,083.24"
130611,90081331,699999,Facilities & Admin C,$ 465.80
130633,90081397,610000,Salaries & Wages,$ 750.49
130633,90081397,612000,Administrative Salar,$ 293.27
130633,90081397,620000,Fringe Benefits,$ 354.88
130633,90081397,690007,Recharge,$ 139.87
130633,90081397,699999,Facilities & Admin C,$ 76.93
130633,90081398,610000,Salaries & Wages,"$ 2,908.60"
130633,90081398,620000,Fringe Benefits,$ 646.17
130633,90081398,630000,Supplies & Materials,$ 168.72
130633,90081398,637000,Repairs & Maintenanc,$ 37.99
130633,90081398,640102,Leased Facilities Ex,$ 287.09
130633,90081398,640300,Contractual Services,$ 172.81
130633,90081398,641400,Telecommunications,$ 70.72
130633,90081398,642500,Other Expenses,$ 28.39
130633,90081398,643000,Other Expenses Exclu,$ (4.72)
130633,90081398,652000,Travel Domestic,$ 220.01
130633,90081398,652100,Travel Foreign,$ 139.04
130633,90081398,690007,Recharge,$ 467.49
130633,90081398,699999,Facilities & Admin C,$ 242.99
130797,90081561,610000,Salaries & Wages,"$ 4,601.22"
130797,90081561,620000,Fringe Benefits,$ 827.17
130797,90081561,630000,Supplies & Materials,$ 158.09
130797,90081561,637000,Repairs & Maintenanc,$ 15.83
130797,90081561,640102,Leased Facilities Ex,$ 207.98
130797,90081561,640300,Contractual Services,"$ 1,372.22"
